galaxyID,lastProgenitorId,descendantId,haloID,subHaloID,fofID,treeId,firstProgenitorId,nextProgenitorId,type,snapnum,redshift,centralMvir,phkey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,np,mvir,rvir,vvir,vmax,coldGas,stellarMass,bulgeMass,hotGas,ejectedMass,blackHoleMass,metalsColdGas,metalsStellarMass,metalsBulgeMass,metalsHotGas,metalsEjectedMass,sfr,sfrBulge,xrayLum,diskRadius,coolingRadius,mag_b,mag_v,mag_r,mag_i,mag_k,mag_bBulge,mag_vBulge,mag_rBulge,mag_iBulge,mag_kBulge,mag_bDust,mag_vDust,mag_rDust,mag_iDust,mag_kDust,massWeightedAge,random
93000000,93000161,-1,93000000,63000000000527,63000000000527,93000000,93000001,-1,0,63,0.0,106.11897,1458,28.013218,3.149832,30.699314,23414,3,0,3,198.3477,-248.9895,-323.55096,1394,106.11897,0.16587368,165.87378,188.85492,0.05949223,3.5266526,3.5266526,13.595349,0.3232462,0.0048091067,0.0015925632,0.044795666,0.044795666,0.09774204,0.003296636,0.0,0.0,0.0,0.0206464,0.09415128,-19.842394,-20.724134,-21.446173,-22.06654,-23.616564,-19.842394,-20.724134,-21.446173,-22.06654,-23.616564,-19.842394,-20.724134,-21.446173,-22.06654,-23.616564,9.109624,801
93000001,93000161,93000000,93000001,62000000000527,62000000000527,93000000,93000002,-1,0,62,0.019932542,105.51651,1458,27.974361,3.1958466,30.767723,23414,3,0,3,197.38376,-250.45781,-324.14883,1385,105.51651,0.16472608,165.97742,191.36737,0.05949223,3.5266526,3.5266526,13.462819,0.35672668,0.004806796,0.0015925632,0.044795666,0.044795666,0.097400606,0.0036380864,0.0,0.0,0.0,0.020948606,0.09377305,-19.877317,-20.75437,-21.473251,-22.090742,-23.636684,-19.877317,-20.75437,-21.473251,-22.090742,-23.636684,-19.877317,-20.75437,-21.473251,-22.090742,-23.636684,8.846195,766
93000002,93000161,93000001,93000002,61000000000540,61000000000540,93000000,93000003,-1,0,61,0.041403063,103.96733,1458,27.932953,3.2546647,30.834606,23414,3,0,3,199.86807,-248.69476,-327.18085,1408,103.96733,0.16300552,165.6217,188.77124,0.05949223,3.5266526,3.5266526,13.164017,0.3958246,0.0048043905,0.0015925632,0.044795666,0.044795666,0.09700186,0.0040368284,0.0,0.0,0.0,0.02193694,0.09375327,-19.9144,-20.78709,-21.503008,-22.117872,-23.660587,-19.9144,-20.78709,-21.503008,-22.117872,-23.660587,-19.9144,-20.78709,-21.503008,-22.117872,-23.660587,8.570345,888
93000003,93000161,93000002,93000003,60000000000523,60000000000523,93000000,93000004,-1,0,60,0.064493395,103.19274,1458,27.893883,3.3115199,30.89877,23414,3,0,3,197.96988,-247.05765,-328.91797,1418,103.19274,0.16160394,165.71758,187.84633,0.05949223,3.5266526,3.5266526,12.990401,0.44160727,0.004801887,0.0015925632,0.044795666,0.044795666,0.09653495,0.0045037447,0.0,0.0,0.0,0.023637066,0.09327918,-19.959162,-20.827274,-21.540276,-22.1526,-23.692919,-19.959162,-20.827274,-21.540276,-22.1526,-23.692919,-19.959162,-20.827274,-21.540276,-22.1526,-23.692919,8.282486,910
93000004,93000161,93000003,93000004,59000000000545,59000000000545,93000000,93000005,-1,0,59,0.08928783,99.750114,1458,27.858648,3.382145,30.967207,23414,3,0,3,196.94954,-251.99637,-327.23016,1350,99.750114,0.15870883,164.40921,175.03271,0.05949223,3.5266526,3.5266526,12.355664,0.49536666,0.004799338,0.0015925632,0.044795666,0.044795666,0.09598668,0.005052012,0.0,0.0,0.0,0.02157725,0.09392523,-20.00905,-20.871475,-21.580856,-22.19006,-23.727057,-20.00905,-20.871475,-21.580856,-22.19006,-23.727057,-20.00905,-20.871475,-21.580856,-22.19006,-23.727057,7.983171,626
93000005,93000161,93000004,93000005,58000000000505,58000000000505,93000000,93000006,-1,0,58,0.11588337,96.737816,1458,27.809237,3.4375482,31.05549,23414,3,0,3,195.08696,-248.94162,-325.72418,1350,96.737816,0.15592907,163.34451,179.18135,0.05949223,3.5266526,3.5266526,11.784753,0.5586955,0.0047967723,0.0015925632,0.044795666,0.044795666,0.09534081,0.005697875,0.0,0.0,0.0,0.02220119,0.09428383,-20.066334,-20.921535,-21.62613,-22.231121,-23.764414,-20.066334,-20.921535,-21.62613,-22.231121,-23.764414,-20.066334,-20.921535,-21.62613,-22.231121,-23.764414,7.6729183,477
93000006,93000161,93000005,93000006,57000000000525,57000000000525,93000000,93000007,-1,0,57,0.14438343,94.06978,1458,27.752235,3.5034323,31.147945,23414,3,0,3,195.26807,-248.51785,-327.28726,1325,94.06978,0.15322189,162.49298,182.57062,0.05949223,3.5266526,3.5266526,11.261066,0.63354576,0.004794191,0.0015925632,0.044795666,0.044795666,0.09457744,0.0064612376,0.0,0.0,0.0,0.02051886,0.0943305,-20.137383,-20.983194,-21.682003,-22.282393,-23.816967,-20.137383,-20.983194,-21.682003,-22.282393,-23.816967,-20.137383,-20.983194,-21.682003,-22.282393,-23.816967,7.352331,762
93000007,93000161,93000006,93000007,56000000000506,56000000000506,93000000,93000008,-1,0,56,0.17489761,88.13125,1458,27.696186,3.5757039,31.237787,23414,3,0,3,195.13873,-248.03061,-329.4213,1272,88.13125,0.14858411,159.71611,182.10399,0.05949223,3.5266526,3.5266526,10.1664505,0.7203892,0.0047916835,0.0015925632,0.044795666,0.044795666,0.09361238,0.007349507,0.0,0.0,0.0,0.01975208,0.095804535,-20.226387,-21.051119,-21.737303,-22.327353,-23.849928,-20.226387,-21.051119,-21.737303,-22.327353,-23.849928,-20.226387,-21.051119,-21.737303,-22.327353,-23.849928,7.022101,682
93000008,93000161,93000007,93000008,55000000000505,55000000000505,93000000,93000009,-1,0,55,0.20754863,86.66813,31309,27.635567,3.6596453,31.339178,135762,3,0,3,189.56511,-243.7042,-330.9654,1280,86.66813,0.146305,159.61368,178.61487,0.05949223,3.5266526,3.5266526,9.812877,0.8184227,0.004789207,0.0015925632,0.044795666,0.044795666,0.09237569,0.008356082,0.0,0.0,0.0,0.020564847,0.094934605,-20.365274,-21.145014,-21.809925,-22.388117,-23.900494,-20.365274,-21.145014,-21.809925,-22.388117,-23.900494,-20.365274,-21.145014,-21.809925,-22.388117,-23.900494,6.68295,728
93000009,93000161,93000008,93000009,54000000000471,54000000000471,93000000,93000010,-1,0,54,0.24246909,83.39764,31309,27.574192,3.7332122,31.442158,135762,3,0,3,192.30217,-240.91718,-332.95584,1225,83.39764,0.14288516,158.43578,181.68225,0.05949223,3.5266526,3.5266526,9.13467,0.9382199,0.004786763,0.0015925632,0.044795666,0.044795666,0.0910185,0.009581746,5.359597,5.359597,0.0,0.0190541,0.094772205,-20.658241,-21.315933,-21.93011,-22.481194,-23.957554,-20.658241,-21.315933,-21.93011,-22.481194,-23.957554,-20.658241,-21.315933,-21.93011,-22.481194,-23.957554,6.3356576,872
93000010,93000127,93000009,93000010,53000000000481,53000000000481,93000000,93000011,93000128,0,53,0.2798018,81.93452,31309,27.508781,3.8154092,31.5696,135762,3,0,3,186.71115,-239.45284,-333.24503,1247,81.93452,0.14036986,158.4406,174.79393,0.59293264,2.1870873,0.16892698,8.555236,0.7674132,0.0026681318,0.015476894,0.025077432,8.3593006E-4,0.07528816,0.007867898,0.10692733,0.0,0.0,0.018532854,0.08791593,-19.899494,-20.700844,-21.374159,-21.94944,-23.436718,-17.033047,-17.805412,-18.46363,-18.996992,-20.321337,-19.821169,-20.636383,-21.321877,-21.911154,-23.425278,5.618212,8
93000011,93000127,93000010,93000011,52000700000379,52000700000379,93000000,93000012,-1,0,52,0.31970343,82.020584,31309,27.441103,3.8983066,31.673962,135762,3,0,3,186.80615,-235.48386,-331.48026,1256,82.020584,0.13860919,159.52744,175.24991,0.60439885,2.185481,0.16892698,8.441529,0.87952894,0.0026658792,0.015690891,0.025035636,8.3593006E-4,0.07372129,0.009038769,0.04010259,0.0,0.0,0.019485876,0.0859047,-19.96868,-20.765144,-21.433107,-22.003742,-23.487356,-17.082348,-17.850607,-18.505878,-19.036709,-20.36017,-19.895708,-20.7053,-21.384596,-21.968176,-23.47664,5.261271,68
93000012,93000127,93000011,93000012,51000700000380,51000700000380,93000000,93000013,-1,0,51,0.36234027,80.90173,31346,27.369555,3.9940505,31.782034,135872,3,0,3,184.10841,-233.82906,-333.35095,1200,80.90173,0.13603507,159.92761,177.65244,0.60876304,2.1848698,0.16892698,8.099678,1.017299,0.0026636103,0.015771909,0.025019785,8.3593006E-4,0.07202729,0.0104732355,0.1557578,0.0,0.0,0.018394554,0.084342994,-20.10644,-20.868214,-21.521423,-22.084274,-23.561956,-17.13433,-17.897835,-18.549578,-19.077164,-20.398638,-20.02273,-20.800022,-21.466223,-22.043764,-23.549696,4.896421,658
