7000141000000,63000700000376,7000141000107,7000141000000,63,0.0,7000141000001,-1,-1,7000141000000,7000141000108,1006,98.37306,71.52058,87.528786,29950,20.841705,16.206245,39.727406,145473,2,1,4,-27.74332,14.504747,-181.30084,94.63826,170.75336,0.7460384,-0.1242086,0.6019553,18920194,7,376,0.07207147,245
123000000,63000000000590,123000154,123000000,63,0.0,123000001,-1,-1,123000000,123000192,1018,93.63945,64.11893,80.2132,3490,4.539743,27.54079,23.570889,27840,0,3,2,67.34064,-60.959835,-157.90146,86.40684,156.4681,0.37685314,0.8740015,1.7016584,2103246,0,590,0.089840285,595
126000000,63000000000598,126000117,126000000,63,0.0,126000001,-1,-1,126000000,-1,1021,95.0165,68.76647,85.721405,3327,8.590529,16.445427,23.230328,25380,0,1,2,-145.10059,-89.72909,296.50156,89.0355,167.83868,-0.13888761,0.052097414,-0.4968567,1991574,0,598,0.072963335,405
8001043,63000000000203,8001158,8000000,63,0.0,8001044,-1,-1,8000000,8000657,1022,0.0,0.0,0.0,2714,26.139713,22.437965,24.11731,31384,2,2,2,129.45906,220.71674,237.68979,101.45248,180.17406,-0.40331247,1.3478143,0.5540307,1693175,0,203,0.058828615,840
6001120,63000000000141,6001288,6000000,63,0.0,6001121,-1,-1,6000000,6001343,1026,0.0,0.0,0.0,1140,16.96985,5.4177938,28.58963,22919,1,0,3,6.176165,428.16467,214.08237,125.33269,209.00052,-0.45371807,0.60890245,0.3020755,537703,0,141,0.044120446,423
125000000,63000000000597,125000168,125000000,63,0.0,125000001,-1,-1,125000000,-1,1027,96.479614,67.73368,81.93452,3027,21.428787,27.267475,20.16207,30035,2,3,2,100.82881,-105.779686,225.00752,86.212555,157.52652,0.9770551,-0.673851,-0.12281207,1842557,0,597,0.07902824,370
3000233000000,63000300001202,3000233000113,3000233000000,63,0.0,3000233000001,-1,-1,3000233000000,3000233000114,1033,99.319786,65.58204,81.41812,14314,38.52027,19.22838,9.524759,43103,4,2,1,378.4338,104.13634,258.6531,87.80671,165.66576,-1.0862362,0.27654493,0.041293193,8307709,3,1202,0.08083492,999
7000055003518,63000700000354,7000055003676,7000055000000,63,0.0,7000055003519,-1,-1,7000055003518,-1,1035,103.36487,66.95909,84.946815,32112,2.1551654,9.529461,34.35886,132142,0,1,3,-342.55197,407.5672,-96.85711,83.946686,158.1089,-1.781532,1.38552,-0.5842021,353210,7,354,0.08776935,543
4000127000000,63000400000520,4000127000107,4000127000000,63,0.0,4000127000001,-1,-1,4000127000000,-1,1038,96.65175,73.58615,85.89354,18032,37.4717,27.56261,34.302567,173292,4,3,3,6.155474,71.97024,-174.97752,92.07534,170.49556,0.6012596,-0.69544005,-0.25976747,10826181,4,520,0.07012854,594
7000143000000,63000700000379,7000143000137,7000143000000,63,0.0,7000143000001,-1,-1,7000143000000,-1,1041,96.99601,67.99188,83.827965,29325,1.9930989,21.105724,32.016552,139402,0,2,3,-134.3106,-243.1817,-170.45444,85.29935,158.71022,-0.62148684,-0.0955435,0.34209278,17603401,7,379,0.082181625,551
